,Run,SRA,Model,Assay,LibrarySelection,Class,Part.of.microRNAOme.1,CellType,batch.used.in.the.normalization.approaches,group.used.in.the.normalization.approaches,Total_reads,Total.Filtered.reads,Trimmed.Reads..unique.,All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin.miRNAs.Reads,mature.tRNA.Reads,primary.tRNA.Reads,snoRNA.Reads,rRNA.Reads,Other.ncRNA.reads,mRNA.Reads,Remaining.Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR6246398,SRR6246398,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136.0,28.0,879248.0,605221.0,184731.0,57787.0,54158.0,231.0,223.0,58161.0,8.0,505.0,312185.0,22538.0,86567.0,67247.0,SRX3353439,PRJNA416912,SRS2652639,SAMN07967379,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR12851444,SRR12851444,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140.0,22.0,1918502.0,1478215.0,194748.0,550856.0,550147.0,316.0,3132.0,170446.0,405.0,35364.0,519828.0,25793.0,36339.0,136052.0,SRX9318411,PRJNA670231,SRS7543239,SAMN16489369,GEO,DOI: 10.1002/path.5571,33095908
SRR12851445,SRR12851445,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140.0,22.0,1562277.0,1157882.0,137635.0,561482.0,560735.0,346.0,1619.0,110098.0,537.0,40722.0,304348.0,28280.0,25260.0,85536.0,SRX9318412,PRJNA670231,SRS7543240,SAMN16489423,GEO,DOI: 10.1002/path.5571,33095908
SRR12851449,SRR12851449,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140.0,22.0,1307438.0,1196161.0,64462.0,961726.0,960786.0,396.0,3905.0,21293.0,977.0,45290.0,71774.0,20840.0,5176.0,65180.0,SRX9318416,PRJNA670231,SRS7543244,SAMN16489419,GEO,DOI: 10.1002/path.5571,33095908
SRR12851451,SRR12851451,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140.0,22.0,1281886.0,1150082.0,80103.0,847924.0,846724.0,388.0,3481.0,34355.0,1279.0,43639.0,118975.0,22732.0,7382.0,70315.0,SRX9318418,PRJNA670231,SRS7543246,SAMN16489417,GEO,DOI: 10.1002/path.5571,33095908
SRR1973407,SRR1973407,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101.0,10.0,1337049.0,1105368.0,65110.0,829277.0,828453.0,475.0,5946.0,36581.0,589.0,21921.0,94653.0,43035.0,5013.0,68353.0,SRX994684,PRJNA281062,SRS909170,SAMN03481912,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973408,SRR1973408,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101.0,10.0,1221820.0,933106.0,58941.0,674120.0,673464.0,446.0,2960.0,36282.0,619.0,17372.0,84970.0,46138.0,3970.0,66675.0,SRX994685,PRJNA281062,SRS909169,SAMN03481913,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973409,SRR1973409,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101.0,10.0,1589718.0,1300210.0,76993.0,927425.0,926455.0,516.0,2249.0,72167.0,959.0,29240.0,100849.0,78324.0,5792.0,83205.0,SRX994686,PRJNA281062,SRS909168,SAMN03481914,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR1973410,SRR1973410,SRP057147,Illumina MiSeq,miRNA-Seq,size fractionation,Muscle,No,Cardiomyocyte_derived,101.0,10.0,1694309.0,1316422.0,68231.0,967321.0,966338.0,543.0,2929.0,49571.0,793.0,29672.0,99712.0,76246.0,5757.0,84421.0,SRX994687,PRJNA281062,SRS909162,SAMN03481915,GEO,DOI: 10.1161/CIRCEP.115.003197,26783232
SRR7759977,SRR7759977,SRP158952,NextSeq 500,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,43.0,20.0,3401715.0,2017491.0,156420.0,609835.0,603787.0,440.0,4398.0,103914.0,14389.0,141414.0,590879.0,108237.0,17626.0,426799.0,SRX4615652,PRJNA488132,SRS3718760,SAMN09925408,GEO,DOI: 10.1038/s41598-019-43591-y,31076589
SRR7759981,SRR7759981,SRP158952,NextSeq 500,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,43.0,20.0,3806337.0,2018362.0,146761.0,419485.0,413555.0,437.0,2175.0,124621.0,10201.0,121428.0,715282.0,108226.0,19237.0,497707.0,SRX4615653,PRJNA488132,SRS3718759,SAMN09925407,GEO,DOI: 10.1038/s41598-019-43591-y,31076589
SRR7759984,SRR7759984,SRP158952,NextSeq 500,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,43.0,20.0,3161539.0,1313965.0,97440.0,471970.0,468259.0,434.0,2041.0,130502.0,9461.0,114312.0,278422.0,59227.0,12294.0,235736.0,SRX4615650,PRJNA488132,SRS3718757,SAMN09925410,GEO,DOI: 10.1038/s41598-019-43591-y,31076589
SRR7759985,SRR7759985,SRP158952,NextSeq 500,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,43.0,20.0,3716671.0,2053167.0,164012.0,794859.0,787486.0,492.0,6262.0,104934.0,27540.0,129360.0,455106.0,96597.0,16854.0,421655.0,SRX4615651,PRJNA488132,SRS3718758,SAMN09925409,GEO,DOI: 10.1038/s41598-019-43591-y,31076589
DRR041564,DRR041564,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_skin,159.0,24.0,977726.0,856349.0,50774.0,444122.0,441787.0,403.0,2566.0,247505.0,4984.0,14896.0,71192.0,15491.0,6201.0,49392.0,DRX037198,PRJDB2675,DRS008148,SAMD00004749,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041568,DRR041568,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_aortic_adventitial,159.0,24.0,893656.0,744921.0,46892.0,364863.0,363599.0,422.0,684.0,205810.0,3935.0,11174.0,90802.0,14441.0,3514.0,49698.0,DRX037202,PRJDB2675,DRS008134,SAMD00005894,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041571,DRR041571,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_heart_fetal,159.0,24.0,953538.0,827551.0,85262.0,490224.0,488173.0,423.0,962.0,81208.0,5901.0,20952.0,116387.0,28101.0,11728.0,72088.0,DRX037205,PRJDB2675,DRS008135,SAMD00005836,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041580,DRR041580,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_skin,159.0,24.0,2879230.0,2578056.0,152134.0,817023.0,810405.0,538.0,5104.0,1026014.0,12806.0,45448.0,369333.0,59005.0,19198.0,224125.0,DRX037214,PRJDB2675,DRS008147,SAMD00005260,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041587,DRR041587,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_gum_fetal,159.0,24.0,1770001.0,1693248.0,71255.0,447229.0,445448.0,400.0,1359.0,312918.0,4326.0,25077.0,757585.0,19744.0,8036.0,116974.0,DRX037221,PRJDB2675,DRS008154,SAMD00005363,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041594,DRR041594,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_choroid_plexus,159.0,24.0,1131876.0,1085977.0,65977.0,316511.0,315664.0,386.0,578.0,229551.0,2201.0,21259.0,420732.0,23247.0,3960.0,67938.0,DRX037228,PRJDB2675,DRS008141,SAMD00004719,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041602,DRR041602,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_gum_fetal,159.0,24.0,491519.0,442768.0,40215.0,246942.0,245470.0,360.0,1219.0,54990.0,3698.0,8867.0,72174.0,10930.0,3056.0,40892.0,DRX037236,PRJDB2675,DRS008153,SAMD00005390,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041608,DRR041608,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_lung_fetal,159.0,24.0,286301.0,266943.0,21949.0,144738.0,144027.0,287.0,541.0,70711.0,1894.0,3917.0,21826.0,6107.0,1294.0,15915.0,DRX037242,PRJDB2675,DRS008159,SAMD00005677,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041615,DRR041615,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_eye,159.0,24.0,2716274.0,2604424.0,108804.0,678168.0,675536.0,476.0,3189.0,527390.0,7479.0,44440.0,1133144.0,50884.0,17249.0,142481.0,DRX037249,PRJDB2675,DRS008144,SAMD00005510,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041622,DRR041622,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fibroblast,No,Fibroblast_lung_fetal,159.0,24.0,2560424.0,2358906.0,96371.0,1526908.0,1523637.0,525.0,5412.0,463824.0,16077.0,31859.0,148029.0,39284.0,11030.0,116483.0,DRX037256,PRJDB2675,DRS008158,SAMD00005365,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5658697,SRR5658697,SRP108837,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,57.0,11.0,21220416.0,19763466.0,631423.0,10643910.0,10611159.0,776.0,12110.0,480266.0,8648.0,2136533.0,1515412.0,3363338.0,192135.0,1411114.0,SRX2895093,PRJNA389702,SRS2262617,SAMN07205156,GEO,-,-
SRR9734168,SRR9734168,SRP216026,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,117.0,11.0,11565454.0,11144128.0,306304.0,8877485.0,8861768.0,723.0,17224.0,172852.0,9411.0,335070.0,694809.0,223571.0,53446.0,760260.0,SRX6491169,PRJNA556192,SRS5139771,SAMN12342251,GEO,DOI: 10.1038/s41598-019-52770-w,31700158
SRR1709020,SRR1709020,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,148.0,11.0,15043318.0,13627391.0,557221.0,9313905.0,9277176.0,868.0,5818.0,619258.0,37698.0,515755.0,890448.0,1171334.0,149977.0,923198.0,SRX808116,PRJNA270244,SRS789542,SAMN03264539,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
SRR1708927,SRR1708927,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,148.0,11.0,11718854.0,11292180.0,401127.0,8384254.0,8360190.0,786.0,9994.0,348010.0,39491.0,323510.0,399757.0,865752.0,89194.0,832218.0,SRX808023,PRJNA270244,SRS789448,SAMN03264572,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
SRR9734165,SRR9734165,SRP216026,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,117.0,11.0,16490645.0,16092126.0,423606.0,11957316.0,11940022.0,775.0,27656.0,759936.0,30174.0,522186.0,985034.0,650830.0,108966.0,1050028.0,SRX6491166,PRJNA556192,SRS5139768,SAMN12342254,GEO,DOI: 10.1038/s41598-019-52770-w,31700158
SRR1532975,SRR1532975,SRP045111,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,SRR1532975,Macrophage,50.0,11.0,16181396.0,10888222.0,670124.0,4075435.0,4022485.0,851.0,10272.0,929656.0,44379.0,118822.0,2270765.0,496780.0,120698.0,2821415.0,SRX666579,PRJNA257101,SRS671269,SAMN02947362,GEO,DOI: 10.1128/mBio.00193-13,23592263
SRR1709016,SRR1709016,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,148.0,11.0,11477931.0,10596798.0,411732.0,7327452.0,7308701.0,836.0,4710.0,606389.0,29793.0,265563.0,444245.0,1126584.0,112959.0,679103.0,SRX808112,PRJNA270244,SRS789536,SAMN03264534,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
SRR1532973,SRR1532973,SRP045111,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,SRR1532973,CD4_lymphocyte,50.0,4.0,19039464.0,17393010.0,643739.0,8044414.0,8028597.0,688.0,21072.0,2116887.0,7712.0,1165918.0,2338992.0,1201718.0,247022.0,2249275.0,SRX666577,PRJNA257101,SRS671267,SAMN02947360,GEO,DOI: 10.1128/mBio.00193-13,23592263
SRR1708908,SRR1708908,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,SRR1708908,Dendritic_cell,148.0,11.0,8613873.0,7984845.0,266688.0,5853518.0,5828107.0,705.0,7872.0,431338.0,22193.0,262372.0,429205.0,459198.0,71404.0,447745.0,SRX808004,PRJNA270244,SRS789429,SAMN03264479,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
SRR10974405,SRR10974405,SRP245559,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,98.0,11.0,42035628.0,34691295.0,1367259.0,23170157.0,22979917.0,957.0,24417.0,1237306.0,40278.0,603950.0,4141597.0,2755881.0,360128.0,2357581.0,SRX7639680,PRJNA603478,SRS6069920,SAMN13932723,GEO,DOI: 10.3390/cells9061534,32585977
SRR5256882,SRR5256882,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102.0,38.0,2367830.0,1712607.0,233046.0,580803.0,562431.0,388.0,504.0,39773.0,2636.0,33977.0,253536.0,71514.0,8846.0,721018.0,SRX2562380,PRJNA374724,SRS1979171,SAMN06333793,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5256883,SRR5256883,SRP099660,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Brain,No,Neuron,102.0,38.0,7929207.0,7819456.0,694541.0,3458415.0,3449920.0,543.0,4050.0,336361.0,31622.0,166476.0,879183.0,448241.0,44441.0,2450667.0,SRX2562380,PRJNA374724,SRS1979171,SAMN06333793,GEO,DOI: 10.1016/j.stemcr.2017.09.004,28988989
SRR5479160,SRR5479160,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,17802959.0,15751067.0,907776.0,6653194.0,6631057.0,901.0,25950.0,798964.0,31415.0,546529.0,3820620.0,1395194.0,206928.0,2272273.0,SRX2762993,PRJNA384140,SRS2147767,SAMN06829078,GEO,-,-
SRR5479161,SRR5479161,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,20365386.0,16084708.0,1039494.0,8053246.0,8023830.0,978.0,35772.0,777092.0,47464.0,468903.0,3217553.0,993563.0,229205.0,2261910.0,SRX2762994,PRJNA384140,SRS2147769,SAMN06829077,GEO,-,-
SRR5479162,SRR5479162,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,12016663.0,9153737.0,637949.0,3959288.0,3943656.0,836.0,21188.0,445086.0,18575.0,239169.0,2587325.0,513752.0,128939.0,1240415.0,SRX2762995,PRJNA384140,SRS2147768,SAMN06829076,GEO,-,-
SRR5479163,SRR5479163,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,15637463.0,13719693.0,1142625.0,6371694.0,6341538.0,941.0,7962.0,567369.0,15791.0,435423.0,2111551.0,1672726.0,348589.0,2188588.0,SRX2762996,PRJNA384140,SRS2147770,SAMN06829075,GEO,-,-
SRR5479164,SRR5479164,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,5797943.0,4666349.0,332275.0,2349369.0,2339580.0,736.0,3754.0,178380.0,7147.0,71458.0,1091646.0,201742.0,54379.0,708474.0,SRX2762997,PRJNA384140,SRS2147771,SAMN06829074,GEO,-,-
SRR5479165,SRR5479165,SRP105169,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Stem,No,Neural_stem_cell,80.0,7.0,29842333.0,22525487.0,1298825.0,11168896.0,11113893.0,1049.0,18153.0,922974.0,58304.0,432818.0,5437665.0,992991.0,290931.0,3202755.0,SRX2762998,PRJNA384140,SRS2147772,SAMN06829073,GEO,-,-
SRR7811925,SRR7811925,SRP160510,Illumina HiSeq 4000,ncRNA-Seq,size fractionation,Stem,No,H9_differentiated,137.0,7.0,20227828.0,18387895.0,672857.0,8908626.0,8886408.0,1022.0,108921.0,787744.0,12054.0,551743.0,3821618.0,2376889.0,123120.0,1697180.0,SRX4663504,PRJNA490042,SRS3758716,SAMN10023889,GEO,DOI: 10.1080/15476286.2020.1733800,32150510
SRR2047010,SRR2047010,SRP058953,Illumina Genome Analyzer IIx,ncRNA-Seq,size fractionation,Immune,No,Monocyte,121.0,11.0,23876744.0,22601223.0,898077.0,3585735.0,3443431.0,602.0,6622.0,637130.0,1347.0,1893779.0,1116115.0,3536492.0,602025.0,11221978.0,SRX1045338,PRJNA285507,SRS950586,SAMN03754634,GEO,DOI: 10.1038/s41525-016-0001-4,29263823
SRR10282873,SRR10282873,SRP225753,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Immune,No,Megakaryocyte_derived,127.0,30.0,32117529.0,31718301.0,1185075.0,10866661.0,10788632.0,719.0,21274.0,10710551.0,2978.0,704136.0,3097284.0,2107210.0,123047.0,4085160.0,SRX6995892,PRJNA577688,SRS5517622,SAMN13032396,GEO,-,-
SRR10282871,SRR10282871,SRP225753,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Immune,No,Megakaryocyte_derived,127.0,30.0,30135904.0,29852996.0,1041329.0,7165391.0,7116079.0,654.0,11961.0,12349966.0,3194.0,703723.0,2736241.0,2371803.0,88799.0,4421918.0,SRX6995891,PRJNA577688,SRS5517621,SAMN13032397,GEO,-,-
SRR10282870,SRR10282870,SRP225753,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Immune,No,Megakaryocyte_derived,127.0,30.0,29099189.0,28806183.0,1222576.0,13129938.0,13048168.0,720.0,21713.0,5251520.0,10388.0,853209.0,2539499.0,2428082.0,116500.0,4455334.0,SRX6995890,PRJNA577688,SRS5517620,SAMN13032392,GEO,-,-
SRR10282869,SRR10282869,SRP225753,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Immune,No,Megakaryocyte_derived,127.0,30.0,30870638.0,30545693.0,1157705.0,13953365.0,13875756.0,744.0,23329.0,5776744.0,11645.0,903447.0,2733219.0,2655456.0,127989.0,4360499.0,SRX6995890,PRJNA577688,SRS5517620,SAMN13032392,GEO,-,-
SRR4027446,SRR4027446,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157.0,7.0,3181777.0,2922968.0,228057.0,1721653.0,1711965.0,823.0,14177.0,136625.0,17190.0,61278.0,455247.0,174824.0,23337.0,318637.0,SRX2019380,PRJNA338817,SRS1615075,SAMN05559274,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027447,SRR4027447,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157.0,7.0,2525315.0,2257029.0,226708.0,1176223.0,1162741.0,748.0,11677.0,147426.0,22982.0,58897.0,355145.0,155581.0,28352.0,300746.0,SRX2019381,PRJNA338817,SRS1615076,SAMN05559283,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027448,SRR4027448,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157.0,7.0,3034985.0,2906526.0,147734.0,2362246.0,2358001.0,760.0,3869.0,94187.0,5956.0,42160.0,147612.0,87979.0,15230.0,147287.0,SRX2019382,PRJNA338817,SRS1614967,SAMN05559287,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027450,SRR4027450,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157.0,7.0,2183249.0,1954648.0,195315.0,960958.0,951160.0,691.0,12625.0,123734.0,20636.0,53113.0,368353.0,114947.0,39192.0,261090.0,SRX2019384,PRJNA338817,SRS1615078,SAMN05559290,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027451,SRR4027451,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_amniotic_fluid,157.0,7.0,5959481.0,5524751.0,549695.0,894428.0,886622.0,759.0,12493.0,347975.0,2934.0,379477.0,2581732.0,359614.0,93526.0,852572.0,SRX2019385,PRJNA338817,SRS1614939,SAMN05559316,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027452,SRR4027452,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,6224205.0,5943846.0,296515.0,4714185.0,4705381.0,989.0,7142.0,191199.0,26372.0,87554.0,321669.0,207394.0,24560.0,363771.0,SRX2019386,PRJNA338817,SRS1615079,SAMN05559335,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027453,SRR4027453,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,2201715.0,2079413.0,254306.0,528837.0,526314.0,579.0,7567.0,414538.0,5493.0,103704.0,361165.0,311089.0,51185.0,295835.0,SRX2019387,PRJNA338817,SRS1614986,SAMN05559371,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027454,SRR4027454,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,5330956.0,5028695.0,320739.0,3744585.0,3738065.0,878.0,6829.0,171841.0,17758.0,66909.0,352297.0,271800.0,22401.0,374275.0,SRX2019388,PRJNA338817,SRS1614987,SAMN05559372,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027455,SRR4027455,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,6026135.0,5618675.0,624271.0,944225.0,939890.0,653.0,7283.0,838252.0,7642.0,311496.0,1759179.0,831585.0,159468.0,759545.0,SRX2019389,PRJNA338817,SRS1614996,SAMN05559374,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027456,SRR4027456,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,2483602.0,2269822.0,191259.0,1383738.0,1372972.0,757.0,11388.0,119031.0,22392.0,64265.0,257415.0,128624.0,29225.0,253744.0,SRX2019390,PRJNA338817,SRS1614988,SAMN05559375,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
ERR2938260,ERR2938260,ERP112400,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,T_lymphocyte,45.0,4.0,16625167.0,16020281.0,1048874.0,4759437.0,4739750.0,707.0,30229.0,973581.0,74397.0,2688632.0,4021917.0,1174628.0,126549.0,2170911.0,ERX2941053,PRJEB30028,ERS2952659,SAMEA5144910,Exiqon,DOI: 10.1016/j.neo.2019.01.004,30763910
SRR5998747,SRR5998747,SRP131341,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,104.0,11.0,9220234.0,9220192.0,405326.0,5783791.0,5760782.0,738.0,18055.0,880681.0,6514.0,258948.0,1261217.0,168170.0,105160.0,737656.0,SRX3154226,PRJNA401712,SRS2486061,SAMN07594538,GEO,DOI: 10.1016/j.celrep.2017.09.030,28978468
ERR3365898,ERR3365898,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,9430051.0,9430051.0,522005.0,3599262.0,3586488.0,727.0,5922.0,1175295.0,1850.0,1236704.0,1187980.0,1006989.0,259532.0,956517.0,ERX3390186,PRJEB32955,ERS3506509,SAMEA5702852,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR12076651,SRR12076651,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120.0,4.0,6341400.0,6158866.0,328862.0,3630577.0,3606757.0,681.0,18605.0,401268.0,10458.0,190810.0,782975.0,300992.0,77390.0,745791.0,SRX8604033,PRJNA641417,SRS6894186,SAMN15352488,GEO,DOI: 10.1089/AID.2020.0150,33045840
ERR3365896,ERR3365896,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,9220672.0,9220672.0,495097.0,3337828.0,3322323.0,724.0,7057.0,1201513.0,1466.0,1267325.0,786813.0,1476445.0,196789.0,945436.0,ERX3390184,PRJEB32955,ERS3506507,SAMEA5702850,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR5998744,SRR5998744,SRP131341,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,104.0,11.0,6447941.0,6447910.0,337933.0,3444830.0,3431434.0,669.0,6114.0,831900.0,3951.0,281554.0,1045761.0,129564.0,88414.0,615822.0,SRX3154223,PRJNA401712,SRS2486058,SAMN07594532,GEO,DOI: 10.1016/j.celrep.2017.09.030,28978468
ERR3365882,ERR3365882,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,9690312.0,9690312.0,406967.0,2806731.0,2798576.0,687.0,4330.0,625839.0,1698.0,1352593.0,1952021.0,2149907.0,140793.0,656400.0,ERX3390170,PRJEB32955,ERS3506493,SAMEA5702836,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR3103403,SRR3103403,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1300452.0,959840.0,62077.0,474861.0,473912.0,422.0,2259.0,165625.0,158.0,70989.0,17486.0,160909.0,6460.0,61093.0,SRX1532053,PRJNA308928,SRS1249394,SAMN04417596,GEO,-,-
SRR8428650,SRR8428650,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,2958594.0,2735917.0,76790.0,1636299.0,1634245.0,576.0,1498.0,54592.0,307.0,161017.0,62351.0,712610.0,8756.0,98487.0,SRX5236476,PRJNA514238,SRS4239551,SAMN10721602,GEO,DOI: 10.3390/cells8020133,30743997
SRR8428655,SRR8428655,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3232118.0,2902525.0,75190.0,2296211.0,2294488.0,594.0,1565.0,29485.0,270.0,189954.0,40467.0,241039.0,7968.0,95566.0,SRX5236481,PRJNA514238,SRS4239556,SAMN10721597,GEO,DOI: 10.3390/cells8020133,30743997
